rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
Rank: ---,KARAGOZ Nurdan,TUR,"Born: Jan 25, 1987",B.weight: 47.00,Group: A,1: -65,2: 65,3: 70,Total: 70,48kgWomen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,GATT Nicole,MLT,"Born: Jan 11, 1997",B.weight: 43.88,Group: A,1: 30,2: 35,3: -37,Total: 35,48kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,KARAGOZ Nurdan,TUR,"Born: Jan 25, 1987",B.weight: 47.00,Group: A,1: 85,2: 90,3: 95,Total: 95,48kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,KARAGOZ Nurdan,TUR,"Born: Jan 25, 1987",B.weight: 47.00,Group: A,Snatch: 70,CI&Jerk: 95,Total: 165,,48kgWomen,Total,V. MEDITERRANEAN CUP
Rank: ---,GATT Nicole,MLT,"Born: Jan 11, 1997",B.weight: 43.88,Group: A,Snatch: ---,CI&Jerk: 35,Total: ---,,48kgWomen,Total,V. MEDITERRANEAN CUP
Rank: ---,ALEMANNO Sara,ITA,"Born: Sep 30, 1986",B.weight: 56.78,Group: A,1: 73,2: -76,3: -76,Total: 73,58kgWomen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,ALEMANNO Sara,ITA,"Born: Sep 30, 1986",B.weight: 56.78,Group: A,1: 90,2: 94,3: -98,Total: 94,58kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,ALEMANNO Sara,ITA,"Born: Sep 30, 1986",B.weight: 56.78,Group: A,Snatch: 73,CI&Jerk: 94,Total: 167,,58kgWomen,Total,V. MEDITERRANEAN CUP
Rank: ---,MARTINEZ SANTIAGO Irene,ESP,"Born: Sep 14, 1993",B.weight: 62.08,Group: A,1: 75,2: 78,3: -80,Total: 78,63kgWomen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,MARTINEZ SANTIAGO Irene,ESP,"Born: Sep 14, 1993",B.weight: 62.08,Group: A,1: 82,2: -87,3: -87,Total: 82,63kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,MARTINEZ SANTIAGO Irene,ESP,"Born: Sep 14, 1993",B.weight: 62.08,Group: A,Snatch: 78,CI&Jerk: 82,Total: 160,,63kgWomen,Total,V. MEDITERRANEAN CUP
Rank: ---,PAVLIC Petra,SLO,"Born: Feb 03, 1992",B.weight: 67.54,Group: A,1: 45,2: -48,3: -48,Total: 45,69kgWomen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,PAVLIC Petra,SLO,"Born: Feb 03, 1992",B.weight: 67.54,Group: A,1: 55,2: 60,3: 64,Total: 64,69kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,PAVLIC Petra,SLO,"Born: Feb 03, 1992",B.weight: 67.54,Group: A,Snatch: 45,CI&Jerk: 64,Total: 109,,69kgWomen,Total,V. MEDITERRANEAN CUP
Rank: ---,KOFMAN Svetlana,ISR,"Born: Apr 04, 1989",B.weight: 71.01,Group: A,1: 60,2: 63,3: -66,Total: 63,75kgWomen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,KOFMAN Svetlana,ISR,"Born: Apr 04, 1989",B.weight: 71.01,Group: A,1: 75,2: -80,3: -80,Total: 75,75kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,KOFMAN Svetlana,ISR,"Born: Apr 04, 1989",B.weight: 71.01,Group: A,Snatch: 63,CI&Jerk: 75,Total: 138,,75kgWomen,Total,V. MEDITERRANEAN CUP
Rank: ---,COLEIRO Kimberly,MLT,"Born: Sep 05, 1994",B.weight: 83.72,Group: A,1: 32,2: 36,3: 38,Total: 38,+75kgWomen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,COLEIRO Kimberly,MLT,"Born: Sep 05, 1994",B.weight: 83.72,Group: A,1: 40,2: 46,3: 50,Total: 50,+75kgWomen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,COLEIRO Kimberly,MLT,"Born: Sep 05, 1994",B.weight: 83.72,Group: A,Snatch: 38,CI&Jerk: 50,Total: 88,,+75kgWomen,Total,V. MEDITERRANEAN CUP
