rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 2,MARQUEZ ONA Ediel,CUB,"Born: Nov 13, 1993",B.weight: 67.57,Group: A,1: 135,2: -138,3: 138,Total: 138,69kgMen,Snatch,239
Rank: 3,HUANG Wenwen,CHN,"Born: Jan 14, 1994",B.weight: 68.53,Group: A,1: 130,2: 135,3: 138,Total: 138,69kgMen,Snatch,239
Rank: 4,BEN HNIA Karem,TUN,"Born: Nov 13, 1994",B.weight: 68.35,Group: A,1: 133,2: -137,3: 137,Total: 137,69kgMen,Snatch,239
Rank: 5,GULIYEV Firidun,AZE,"Born: Jun 25, 1994",B.weight: 68.43,Group: A,1: -132,2: 132,3: -135,Total: 132,69kgMen,Snatch,239
Rank: 6,MENA MORENO Jose Gavino,COL,"Born: Mar 08, 1994",B.weight: 68.29,Group: A,1: -130,2: 130,3: -135,Total: 130,69kgMen,Snatch,239
Rank: 7,VASQUEZ VEGAS Edwar Jose,VEN,"Born: Jun 28, 1993",B.weight: 68.06,Group: A,1: 120,2: 125,3: -130,Total: 125,69kgMen,Snatch,239
Rank: 8,RODRIGUEZ ALFONZO Jose Rafael,VEN,"Born: Oct 29, 1995",B.weight: 68.45,Group: A,1: 120,2: 125,3: -130,Total: 125,69kgMen,Snatch,239
Rank: 9,KASAI Takehiro,JPN,"Born: Nov 12, 1993",B.weight: 68.77,Group: A,1: 120,2: 123,3: -128,Total: 123,69kgMen,Snatch,239
Rank: 10,LORO Wellkinson Peuji,MAS,"Born: Nov 16, 1995",B.weight: 68.20,Group: B,1: 113,2: -118,3: 118,Total: 118,69kgMen,Snatch,239
Rank: 11,MOHAMMAD Azril Huzairi Bin Ramli,MAS,"Born: May 16, 1995",B.weight: 68.54,Group: B,1: 113,2: 118,3: -122,Total: 118,69kgMen,Snatch,239
Rank: 12,MUNOZ MARTINEZ Jonathan Antonio,MEX,"Born: Nov 10, 1995",B.weight: 68.32,Group: A,1: 117,2: -121,3: -121,Total: 117,69kgMen,Snatch,239
Rank: 13,AKSOY Omer Faruk,TUR,"Born: Nov 07, 1995",B.weight: 65.91,Group: B,1: 105,2: 110,3: 113,Total: 113,69kgMen,Snatch,239
Rank: 14,SILVERS Brett Johnathan,USA,"Born: Nov 04, 1993",B.weight: 68.22,Group: B,1: 108,2: -111,3: 111,Total: 111,69kgMen,Snatch,239
Rank: 15,BEZEK Emiliano Ezequiel,ARG,"Born: Jan 12, 1993",B.weight: 68.38,Group: B,1: 104,2: 108,3: 111,Total: 111,69kgMen,Snatch,239
Rank: 16,SSEKYAAYA Charles,UGA,"Born: Apr 11, 1994",B.weight: 64.69,Group: B,1: -110,2: -110,3: 110,Total: 110,69kgMen,Snatch,239
